asset_id,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,asset_name,asset_type,Longitude,Latitude
1835964594,PHL,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,155.0170285,0.01732498317,,204506.9163,landfill_area_sq_meters,,8947.600529,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Maharlika Highway, Gapan, Nueva Ecija, Central Luzon, 3105, Philippines, Site 2",Dumpsites,120.93726901539011,15.330551815787432
1835964600,MYS,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,153.8815133,0.02598747475,,135339.2552,landfill_area_sq_meters,,5921.372307,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Kampung Tebedu Bung Padus, Sarawak, Malaysia, Site 2",Dumpsites,110.37089301835586,1.039529929230456
1835964746,PHL,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,129.6345431,0.01732498317,,171020.9576,landfill_area_sq_meters,,7482.520583,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Remulla Drive, Sahud Ulan, Tanza, Cavite, Calabarzon, 4108, Philippines",Dumpsites,120.82813618381299,14.361310663477854
1835964760,CHN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,126.6920013,0.01732498317,,167138.996,landfill_area_sq_meters,,7312.676734,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Rui'An, Wenzhou, Zhejiang, China, Site 2",Dumpsites,120.68428065423383,27.838041948893192
1835964625,IDN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,150.2619661,0.01732498317,,198233.7787,landfill_area_sq_meters,,8673.137783,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Sd Sriamur 04, Jalan Raya Pisangan, Sriamur, West Java, 17611, Indonesia",Dumpsites,107.04898722821567,-6.172579480332023
1835964628,CHN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,150.0254195,0.01732498317,,197921.7135,landfill_area_sq_meters,,8659.484285,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"仙港村, Simapu, Chaonan District, Shantou, Guangdong Province, China",Dumpsites,116.38986203396038,23.26656561354978
1835964767,CHN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,125.369787,0.01732498317,,165394.6588,landfill_area_sq_meters,,7236.358373,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"可新村, Haifeng County, Shanwei, Guangdong Province, China",Dumpsites,115.49623129349436,22.96761452794175
1835964773,IND,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,124.1535476,0.01589555316,,150724.0114,landfill_area_sq_meters,,7810.583647,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Kalol, Kalol Taluka, Gandhinagar District, Gujarat, 382700, India, Site 2",Dumpsites,72.44238501500706,23.144539492513967
1835964774,IDN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,124.069098,0.01732498317,,163678.7189,landfill_area_sq_meters,,7161.282457,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Sukaasih, Tangerang Regency, Banten, 15560, Indonesia, Site 2",Dumpsites,106.53287073493395,-6.163045278310235
1835964781,IDN,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,123.3711125,0.01732498317,,162757.8985,landfill_area_sq_meters,,7120.994656,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Rw 12, Penggilingan, Cakung, East Jakarta, Jakarta Special Capital Region, 13940, Indonesia",Dumpsites,106.93392351966716,-6.216511426387591
1835964645,ALB,solid-waste-disposal,2021-01-01 00:00:00,2021-12-31 00:00:00,annual,ch4,146.2141958,0.0153710093,,169552.4141,landfill_area_sq_meters,,9512.335394,estimated_tonnes_waste_in_place,2023-01-24 00:00:00,,"Rruga Fabrika E Qelqit, Njësia Bashkiake Nr. 6, Tiranë, Tirana Municipality, Tirana County, Central Albania, 1001-1028, Albania",Dumpsites,19.766452909838712,41.317644518118115
