source_asset_id,data_source,asset_name,asset_type,Latitude,Longitude
1835961619,Climate TRACE,"Tanjung Langsat Industrial Complex, Pasir Gudang, Johor Bahru, Iskandar Malaysia, Johor, 81700, Malaysia, Site 2",Dumpsites,1.472648413363123,103.9943325891415
1835961623,Climate TRACE,"Tamontaka 3, Cotabato City, Bangsamoro, Philippines, Site 2",Dumpsites,7.190424756763252,124.27601770595201
1835961773,Climate TRACE,"Pangadegan, Tangerang Regency, Banten, 16551, Indonesia",Dumpsites,-6.135471110007818,106.56467632277385
1835961634,Climate TRACE,"Ifo, Ogun, 100581, Nigeria",Dumpsites,6.657164960207177,3.357474909142928
1835961777,Climate TRACE,"Thane, Dombivali, Mumbai Metropolitan Region, Thane, Maharashtra, 400612, India",Dumpsites,19.175385775735684,73.03852794660779
1835961785,Climate TRACE,"Idimu, Alimosho, Lagos, Nigeria",Dumpsites,6.564398096774376,3.25293359670195
1835961646,Climate TRACE,Spsa Regional Lf,Sanitary Landfills,36.759,-76.522
1835961656,Climate TRACE,"Nagpur Urban Taluka, Nagpur District, Maharashtra, 440035, India",Dumpsites,21.141554090028684,79.15243988501742
1835961803,Climate TRACE,Division Of Wildlife Resources Leekay Landfill,Sanitary Landfills,40.73,-112.03
1835961955,Climate TRACE,"Jalan Kampung Belakang, Rw 03, Kamal, Kalideres, West Jakarta, Jakarta Special Capital Region, 15125, Indonesia",Dumpsites,-6.097217749050971,106.69259081087918
1835961959,Climate TRACE,"Ring Road -2, Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India",Dumpsites,22.264507699758827,70.74843733216444
1835961820,Climate TRACE,Austin Community Rdf,Sanitary Landfills,30.34522,-97.61395
1835961969,Climate TRACE,"Shill Phata, Thane, Mumbai Metropolitan Region, Thane, Maharashtra, 400612, India, Site 1",Dumpsites,19.151928713442164,73.04094749906487
1835961986,Climate TRACE,"Sarakan, Tangerang Regency, Banten, 16551, Indonesia",Dumpsites,-6.110693805462869,106.58189301294622
1835961994,Climate TRACE,"Isolo, Oshodi/Isolo, Lagos, Nigeria",Dumpsites,6.529851638109835,3.318014714566506
1835962003,Climate TRACE,Westmoreland Waste Slf Llc,Sanitary Landfills,40.1443,-79.8593
1835961876,Climate TRACE,"Antipolo, Rizal, Calabarzon, 1870, Philippines, Site 1",Dumpsites,14.608567828111102,121.23501069786266
1835962020,Climate TRACE,"Kalijaya, West Java, 17520, Indonesia",Dumpsites,-6.260469341540824,107.13058131892831
1835962021,Climate TRACE,"Sumurbatu, West Java, 17320, Indonesia",Dumpsites,-6.349519967208123,107.0205533161786
1835961891,Climate TRACE,"Ijoko, Shagamu, Ogun, 110271, Nigeria",Dumpsites,6.840596405880376,3.636715794649791
1835962046,Climate TRACE,"Rajkot, Rajkot Taluka, Rajkot, Gujarat, 360001, India, Site 5",Dumpsites,22.28430013197925,70.79097359316951
1835961907,Climate TRACE,"Bhavnagar, Bhavnagar Taluka, Bhavnagar District, Gujarat, 364001, India, Site 1",Dumpsites,21.78194839305561,72.1335323425576
1835962050,Climate TRACE,Emerald Park Landfill Llc,Sanitary Landfills,42.851,-88.0745
1835962053,Climate TRACE,All Purpose Landfill,Sanitary Landfills,37.41,-121.97
